StudentID,StudentName,CourseCode
20250015,David Sanchez,BIO208
20250015,David Sanchez,CS421
20250015,David Sanchez,ENG320
20250016,Patricia Williams,PSY309
20250016,Patricia Williams,MATH158
20250016,Patricia Williams,ART346
20250016,Patricia Williams,ART264
20250017,Barbara Perez,BIO208
20250017,Barbara Perez,PSY395
20250017,Barbara Perez,MATH437
20250017,Barbara Perez,ECON374
20250017,Barbara Perez,BIO307
20250017,Barbara Perez,ART377
20250018,Daniel Davis,PSY189
20250018,Daniel Davis,PSY285
20250018,Daniel Davis,ART473
20250018,Daniel Davis,PSY370
20250018,Daniel Davis,PHYS186
20250018,Daniel Davis,CHEM230
20250019,William Miller,BIO208
20250019,William Miller,PSY395
20250019,William Miller,ENG214
20250019,William Miller,MATH437
20250020,James Brown,ENG214
20250020,James Brown,PSY192
20250020,James Brown,PSY285
20250020,James Brown,BIO100
20250020,James Brown,PHYS137
20250020,James Brown,HIST428
20250021,Margaret Davis,ART264
20250021,Margaret Davis,PHYS186
20250021,Margaret Davis,HIST428
20250021,Margaret Davis,PHYS171
20250021,Margaret Davis,MATH158
20250022,Charles White,ART377
20250022,Charles White,ENG149
20250022,Charles White,MATH437
20250022,Charles White,ECON430
20250022,Charles White,BIO307
20250022,Charles White,ENG498
20250023,Emily Rodriguez,BIO208
20250023,Emily Rodriguez,MATH158
20250023,Emily Rodriguez,ECON374
20250023,Emily Rodriguez,PHYS186
20250023,Emily Rodriguez,ENG325
20250024,Emily Thomas,ART473
20250024,Emily Thomas,PHYS438
20250024,Emily Thomas,BIO208
20250024,Emily Thomas,ECON430
20250024,Emily Thomas,PSY395
20250025,Sarah Walker,PSY285
20250025,Sarah Walker,PSY395
20250025,Sarah Walker,ECON374
20250025,Sarah Walker,CS212
20250025,Sarah Walker,PSY309
20250026,Mark Sanchez,CS384
20250026,Mark Sanchez,PSY395
20250026,Mark Sanchez,ENG149
20250026,Mark Sanchez,CS212
20250026,Mark Sanchez,HIST428
20250026,Mark Sanchez,PHYS134
20250027,Mark Robinson,PSY309
20250027,Mark Robinson,PHYS186
20250027,Mark Robinson,CHEM230
20250027,Mark Robinson,ENG149
20250027,Mark Robinson,ENG474
20250027,Mark Robinson,MATH361
20250028,Anthony Davis,ECON374
20250028,Anthony Davis,CS212
20250028,Anthony Davis,PSY189
20250028,Anthony Davis,ENG149
20250028,Anthony Davis,CS421
20250028,Anthony Davis,CS433
20250029,Betty Anderson,CS115
20250029,Betty Anderson,CS433
20250029,Betty Anderson,CS421
20250029,Betty Anderson,ART346
20250029,Betty Anderson,ECON430
20250030,Elizabeth Miller,ENG474
20250030,Elizabeth Miller,HIST100
20250030,Elizabeth Miller,ENG498
20250030,Elizabeth Miller,ECON430
20250030,Elizabeth Miller,CS212
20250031,Donna White,PSY309
20250031,Donna White,PSY209
20250031,Donna White,ENG474
20250031,Donna White,BIO100
20250031,Donna White,BIO307
20250032,Susan Lewis,ECON269
20250032,Susan Lewis,ECON291
20250032,Susan Lewis,ART264
20250032,Susan Lewis,MATH437
20250033,Patricia Garcia,BIO100
20250033,Patricia Garcia,BIO220
20250033,Patricia Garcia,PSY309
20250033,Patricia Garcia,PSY209
20250033,Patricia Garcia,ART473
20250033,Patricia Garcia,ENG149
20250034,Matthew White,ART346
20250034,Matthew White,ECON430
20250034,Matthew White,MATH158
20250034,Matthew White,ENG474
20250034,Matthew White,PHYS137
20250034,Matthew White,ECON269
20250035,Ashley Sanchez,HIST204
20250035,Ashley Sanchez,PSY395
20250035,Ashley Sanchez,ART377
20250035,Ashley Sanchez,ENG320
20250035,Ashley Sanchez,MATH437
20250036,Paul Garcia,ECON291
20250036,Paul Garcia,BIO307
20250036,Paul Garcia,CS433
20250036,Paul Garcia,BIO100
20250036,Paul Garcia,ENG123
20250037,Steven Moore,HIST366
20250037,Steven Moore,MATH437
20250037,Steven Moore,ECON269
20250037,Steven Moore,PSY209
20250037,Steven Moore,MATH361
20250038,Emily Johnson,ENG123
20250038,Emily Johnson,ART264
20250038,Emily Johnson,MATH437
20250038,Emily Johnson,MATH158
20250038,Emily Johnson,CS421
20250038,Emily Johnson,CHEM230
20250039,Karen Martinez,ECON430
20250039,Karen Martinez,BIO307
20250039,Karen Martinez,CS212
20250039,Karen Martinez,ART473
20250039,Karen Martinez,PSY209
20250040,Michelle Ramirez,ENG325
20250040,Michelle Ramirez,ECON291
20250040,Michelle Ramirez,ENG149
20250040,Michelle Ramirez,CS115
20250040,Michelle Ramirez,PSY192
20250041,Emily Brown,ENG123
20250041,Emily Brown,ECON269
20250041,Emily Brown,HIST100
20250041,Emily Brown,CS212
20250041,Emily Brown,PHYS186
20250041,Emily Brown,CS433
20250042,Jennifer Williams,MATH361
20250042,Jennifer Williams,HIST204
20250042,Jennifer Williams,BIO307
20250042,Jennifer Williams,PSY309
20250042,Jennifer Williams,MATH158
20250042,Jennifer Williams,ART377
20250043,Michelle Anderson,PSY192
20250043,Michelle Anderson,HIST271
20250043,Michelle Anderson,PSY370
20250043,Michelle Anderson,ENG320
20250043,Michelle Anderson,CS384
20250044,Richard Martinez,PSY395
20250044,Richard Martinez,PHYS438
20250044,Richard Martinez,ENG325
20250044,Richard Martinez,HIST428
20250045,Andrew Perez,MATH158
20250045,Andrew Perez,HIST428
20250045,Andrew Perez,ENG123
20250045,Andrew Perez,HIST204
20250045,Andrew Perez,CS115
20250046,Anthony Martin,ENG149
20250046,Anthony Martin,PHYS438
20250046,Anthony Martin,MATH361
20250046,Anthony Martin,PSY285
20250047,Jennifer Jackson,BIO208
20250047,Jennifer Jackson,CHEM321
20250047,Jennifer Jackson,HIST204
20250047,Jennifer Jackson,ART377
20250047,Jennifer Jackson,MATH158
20250048,Matthew Gonzalez,PHYS186
20250048,Matthew Gonzalez,ECON374
20250048,Matthew Gonzalez,ART473
20250048,Matthew Gonzalez,BIO100
20250048,Matthew Gonzalez,PSY209
20250049,Ashley Moore,ART323
20250049,Ashley Moore,BIO307
20250049,Ashley Moore,PSY395
20250049,Ashley Moore,BIO208
20250049,Ashley Moore,ECON374
20250049,Ashley Moore,PHYS137
20250050,Richard Garcia,BIO208
20250050,Richard Garcia,ECON430
20250050,Richard Garcia,ART264
20250050,Richard Garcia,ART346
20250050,Richard Garcia,BIO220
20250050,Richard Garcia,MATH158
20250051,Lisa Hernandez,ART377
20250051,Lisa Hernandez,PHYS438
20250051,Lisa Hernandez,BIO100
20250051,Lisa Hernandez,ART264
20250051,Lisa Hernandez,ENG123
20250052,David Jackson,BIO220
20250052,David Jackson,ART346
20250052,David Jackson,ENG320
20250052,David Jackson,PSY285
20250052,David Jackson,PHYS171
20250053,Susan Sanchez,CS433
20250053,Susan Sanchez,CS421
20250053,Susan Sanchez,HIST204
20250053,Susan Sanchez,ENG320
20250053,Susan Sanchez,ENG149
20250053,Susan Sanchez,PHYS134
20250054,Michelle Ramirez,PSY189
20250054,Michelle Ramirez,ENG325
20250054,Michelle Ramirez,CS421
20250054,Michelle Ramirez,PHYS134
20250054,Michelle Ramirez,CHEM230
20250055,Kimberly Perez,HIST366
20250055,Kimberly Perez,MATH462
20250055,Kimberly Perez,CS433
20250055,Kimberly Perez,HIST428
20250055,Kimberly Perez,PSY370
20250055,Kimberly Perez,MATH158
20250056,Mark Sanchez,MATH462
20250056,Mark Sanchez,CHEM321
20250056,Mark Sanchez,PSY209
20250056,Mark Sanchez,ENG123
20250056,Mark Sanchez,ART323
20250057,Emily Clark,MATH158
20250057,Emily Clark,ART264
20250057,Emily Clark,HIST271
20250057,Emily Clark,PHYS438
20250057,Emily Clark,ENG320
20250057,Emily Clark,ENG325
20250058,Barbara Garcia,BIO313
20250058,Barbara Garcia,CHEM321
20250058,Barbara Garcia,HIST271
20250058,Barbara Garcia,PSY189
20250058,Barbara Garcia,PSY309
20250058,Barbara Garcia,HIST428
20250059,Kimberly Robinson,CS212
20250059,Kimberly Robinson,ART323
20250059,Kimberly Robinson,CHEM321
20250059,Kimberly Robinson,PSY209
20250059,Kimberly Robinson,ENG498
20250059,Kimberly Robinson,ENG123
20250060,Linda Hernandez,PSY309
20250060,Linda Hernandez,PHYS134
20250060,Linda Hernandez,ECON291
20250060,Linda Hernandez,BIO100
20250061,John Perez,PSY370
20250061,John Perez,CS433
20250061,John Perez,PSY285
20250061,John Perez,BIO208
20250061,John Perez,MATH437
20250062,Sandra Miller,ENG123
20250062,Sandra Miller,HIST100
20250062,Sandra Miller,ART377
20250062,Sandra Miller,CHEM321
20250062,Sandra Miller,BIO208
20250062,Sandra Miller,CS421
20250063,Elizabeth Martinez,PSY395
20250063,Elizabeth Martinez,CS212
20250063,Elizabeth Martinez,ECON430
20250063,Elizabeth Martinez,ART377
20250063,Elizabeth Martinez,BIO307
20250063,Elizabeth Martinez,PHYS171
20250064,Lisa Lopez,ART377
20250064,Lisa Lopez,BIO100
20250064,Lisa Lopez,MATH158
20250064,Lisa Lopez,PSY309
20250065,James Johnson,PHYS137
20250065,James Johnson,PSY285
20250065,James Johnson,PSY189
20250065,James Johnson,ECON291
20250065,James Johnson,PSY370
20250066,Joseph Taylor,PSY370
20250066,Joseph Taylor,HIST271
20250066,Joseph Taylor,CS115
20250066,Joseph Taylor,CS433
20250067,Nancy Martin,MATH158
20250067,Nancy Martin,PSY370
20250067,Nancy Martin,ART264
20250067,Nancy Martin,ENG149
20250068,Jessica Martinez,ENG325
20250068,Jessica Martinez,CS421
20250068,Jessica Martinez,CS115
20250068,Jessica Martinez,ECON430
20250068,Jessica Martinez,ENG214
20250069,Steven Walker,CS421
20250069,Steven Walker,ENG320
20250069,Steven Walker,HIST271
20250069,Steven Walker,ENG123
20250070,Daniel White,ENG498
20250070,Daniel White,ART473
20250070,Daniel White,PSY209
20250070,Daniel White,CS421
20250071,Paul Smith,ECON291
20250071,Paul Smith,PHYS171
20250071,Paul Smith,MATH361
20250071,Paul Smith,CHEM321
20250071,Paul Smith,CS115
20250072,Kimberly Harris,ECON269
20250072,Kimberly Harris,PHYS134
20250072,Kimberly Harris,ENG320
20250072,Kimberly Harris,HIST366
20250073,Sandra Wilson,ECON374
20250073,Sandra Wilson,BIO220
20250073,Sandra Wilson,ENG320
20250073,Sandra Wilson,PHYS137
20250074,Robert Lewis,PSY192
20250074,Robert Lewis,CHEM321
20250074,Robert Lewis,ART377
20250074,Robert Lewis,HIST428
20250074,Robert Lewis,MATH437
20250075,Steven Garcia,PHYS134
20250075,Steven Garcia,BIO208
20250075,Steven Garcia,ART264
20250075,Steven Garcia,HIST366
20250075,Steven Garcia,ECON430
20250075,Steven Garcia,ENG320
20250076,Mark Moore,ENG498
20250076,Mark Moore,PHYS137
20250076,Mark Moore,ECON430
20250076,Mark Moore,MATH158
20250076,Mark Moore,BIO208
20250076,Mark Moore,MATH462
20250077,Mary Garcia,ECON374
20250077,Mary Garcia,BIO313
20250077,Mary Garcia,ECON291
20250077,Mary Garcia,HIST271
20250078,Christopher Lewis,ART323
20250078,Christopher Lewis,PSY192
20250078,Christopher Lewis,CS384
20250078,Christopher Lewis,PHYS171
20250078,Christopher Lewis,PHYS137
20250078,Christopher Lewis,CHEM321
20250079,Linda Hernandez,BIO100
20250079,Linda Hernandez,PSY285
20250079,Linda Hernandez,PSY209
20250079,Linda Hernandez,BIO220
20250079,Linda Hernandez,CS421
20250080,Barbara Smith,PSY209
20250080,Barbara Smith,ECON480
20250080,Barbara Smith,ECON291
20250080,Barbara Smith,PHYS134
20250080,Barbara Smith,ENG325
20250080,Barbara Smith,ART473
20250081,William Jones,ECON480
20250081,William Jones,CHEM230
20250081,William Jones,BIO208
20250081,William Jones,CS421
20250082,Elizabeth Martin,HIST271
20250082,Elizabeth Martin,HIST366
20250082,Elizabeth Martin,MATH462
20250082,Elizabeth Martin,PSY189
20250083,Linda Thompson,CHEM230
20250083,Linda Thompson,CS384
20250083,Linda Thompson,PSY209
20250083,Linda Thompson,CS433
20250083,Linda Thompson,PHYS134
20250084,Michelle Jackson,CS421
20250084,Michelle Jackson,PHYS137
20250084,Michelle Jackson,MATH437
20250084,Michelle Jackson,PSY285
20250084,Michelle Jackson,PHYS134
20250085,Sandra Martin,CS115
20250085,Sandra Martin,CHEM230
20250085,Sandra Martin,PSY395
20250085,Sandra Martin,ECON374
20250086,Patricia Hernandez,ECON430
20250086,Patricia Hernandez,ENG320
20250086,Patricia Hernandez,PHYS438
20250086,Patricia Hernandez,BIO307
20250086,Patricia Hernandez,ECON269
20250086,Patricia Hernandez,ENG214
20250087,Ashley Anderson,ENG123
20250087,Ashley Anderson,ART377
20250087,Ashley Anderson,ART473
20250087,Ashley Anderson,ART323
20250087,Ashley Anderson,PHYS171
20250088,Matthew Hernandez,ENG149
20250088,Matthew Hernandez,ENG498
20250088,Matthew Hernandez,HIST100
20250088,Matthew Hernandez,ECON269
20250089,Barbara Sanchez,ENG214
20250089,Barbara Sanchez,PHYS438
20250089,Barbara Sanchez,ENG320
20250089,Barbara Sanchez,CHEM321
20250089,Barbara Sanchez,ENG325
20250090,William Perez,PHYS134
20250090,William Perez,PSY189
20250090,William Perez,PSY285
20250090,William Perez,ENG149
20250090,William Perez,BIO313
20250090,William Perez,PHYS137
20250091,John Jones,HIST271
20250091,John Jones,BIO100
20250091,John Jones,MATH158
20250091,John Jones,ECON430
20250092,Matthew Walker,PHYS438
20250092,Matthew Walker,PSY395
20250092,Matthew Walker,BIO307
20250092,Matthew Walker,ENG325
20250092,Matthew Walker,ART323
20250092,Matthew Walker,ART473
20250093,Thomas Smith,PHYS438
20250093,Thomas Smith,ENG325
20250093,Thomas Smith,MATH462
20250093,Thomas Smith,BIO313
20250093,Thomas Smith,BIO100
20250094,Joseph Lewis,CS115
20250094,Joseph Lewis,PSY209
20250094,Joseph Lewis,CS384
20250094,Joseph Lewis,ENG320
20250094,Joseph Lewis,HIST366
20250094,Joseph Lewis,ENG498
20250095,Joseph Jones,ENG123
20250095,Joseph Jones,HIST366
20250095,Joseph Jones,CHEM321
20250095,Joseph Jones,ENG149
20250095,Joseph Jones,PSY309
20250095,Joseph Jones,ENG498
20250096,Christopher Lopez,HIST100
20250096,Christopher Lopez,BIO100
20250096,Christopher Lopez,ENG498
20250096,Christopher Lopez,MATH437
20250096,Christopher Lopez,PSY285
20250097,Anthony Lewis,CS384
20250097,Anthony Lewis,HIST100
20250097,Anthony Lewis,PSY189
20250097,Anthony Lewis,MATH158
20250097,Anthony Lewis,ECON430
20250098,James White,CS421
20250098,James White,ECON269
20250098,James White,CS212
20250098,James White,ECON480
20250099,Christopher Martinez,ENG214
20250099,Christopher Martinez,ART377
20250099,Christopher Martinez,MATH462
20250099,Christopher Martinez,PSY370
20250099,Christopher Martinez,CS212
20250100,Elizabeth Lewis,CHEM230
20250100,Elizabeth Lewis,BIO100
20250100,Elizabeth Lewis,PSY285
20250100,Elizabeth Lewis,MATH437
20250100,Elizabeth Lewis,ENG320
20250100,Elizabeth Lewis,ECON480
20250101,Andrew Thomas,PSY395
20250101,Andrew Thomas,CS433
20250101,Andrew Thomas,CHEM321
20250101,Andrew Thomas,CS384
20250101,Andrew Thomas,PSY209
20250102,Sandra Martin,ART264
20250102,Sandra Martin,ECON430
20250102,Sandra Martin,ART346
20250102,Sandra Martin,MATH462
20250103,Matthew Thompson,ENG498
20250103,Matthew Thompson,BIO208
20250103,Matthew Thompson,ART264
20250103,Matthew Thompson,HIST100
20250103,Matthew Thompson,CS384
20250104,Karen Brown,MATH158
20250104,Karen Brown,PHYS186
20250104,Karen Brown,ECON269
20250104,Karen Brown,ENG123
20250104,Karen Brown,MATH361
20250105,Charles Lopez,HIST204
20250105,Charles Lopez,BIO100
20250105,Charles Lopez,ENG474
20250105,Charles Lopez,ENG149
20250105,Charles Lopez,BIO307
20250105,Charles Lopez,PHYS137
20250106,Margaret Rodriguez,PHYS134
20250106,Margaret Rodriguez,ART473
20250106,Margaret Rodriguez,MATH361
20250106,Margaret Rodriguez,HIST271
20250106,Margaret Rodriguez,CS433
20250107,Michelle Anderson,PSY395
20250107,Michelle Anderson,ART264
20250107,Michelle Anderson,MATH462
20250107,Michelle Anderson,PHYS134
20250107,Michelle Anderson,ENG498
20250108,Sarah Moore,PHYS134
20250108,Sarah Moore,HIST271
20250108,Sarah Moore,PHYS137
20250108,Sarah Moore,ECON269
20250109,Paul Thomas,CHEM230
20250109,Paul Thomas,ART264
20250109,Paul Thomas,PHYS186
20250109,Paul Thomas,MATH437
20250110,James Thomas,ECON430
20250110,James Thomas,MATH437
20250110,James Thomas,CHEM230
20250110,James Thomas,ENG498
20250110,James Thomas,HIST204
20250110,James Thomas,ENG123
20250111,Betty Moore,ENG149
20250111,Betty Moore,ART323
20250111,Betty Moore,PHYS134
20250111,Betty Moore,ECON291
20250111,Betty Moore,HIST428
20250111,Betty Moore,HIST100
20250112,Paul Lee,ECON269
20250112,Paul Lee,PHYS171
20250112,Paul Lee,HIST100
20250112,Paul Lee,ENG325
20250112,Paul Lee,ECON480
20250112,Paul Lee,PSY395
20250113,Jessica Moore,ENG498
20250113,Jessica Moore,HIST271
20250113,Jessica Moore,PHYS137
20250113,Jessica Moore,ECON374
20250113,Jessica Moore,ART377
20250113,Jessica Moore,MATH158
20250114,John Harris,MATH462
20250114,John Harris,ENG214
20250114,John Harris,PSY309
20250114,John Harris,BIO220
20250115,Anthony Martinez,PHYS134
20250115,Anthony Martinez,ART473
20250115,Anthony Martinez,MATH437
20250115,Anthony Martinez,BIO307
20250115,Anthony Martinez,PSY285
20250116,Donna Lopez,BIO208
20250116,Donna Lopez,ENG320
20250116,Donna Lopez,PHYS186
20250116,Donna Lopez,PHYS438
20250117,Christopher Wilson,ART377
20250117,Christopher Wilson,ART323
20250117,Christopher Wilson,CHEM230
20250117,Christopher Wilson,PHYS171
20250118,Karen Thompson,PSY192
20250118,Karen Thompson,PSY285
20250118,Karen Thompson,ENG123
20250118,Karen Thompson,ART264
20250119,Emily Thomas,PSY192
20250119,Emily Thomas,ART473
20250119,Emily Thomas,ENG149
20250119,Emily Thomas,PHYS137
20250120,Mark Jones,PHYS438
20250120,Mark Jones,MATH361
20250120,Mark Jones,PSY209
20250120,Mark Jones,PHYS137
20250120,Mark Jones,CHEM321
20250120,Mark Jones,PSY370
20250121,Barbara Wilson,PHYS137
20250121,Barbara Wilson,ECON269
20250121,Barbara Wilson,ART473
20250121,Barbara Wilson,ENG325
20250121,Barbara Wilson,CS433
20250121,Barbara Wilson,PHYS134
20250122,Ashley Davis,ENG474
20250122,Ashley Davis,ENG149
20250122,Ashley Davis,BIO313
20250122,Ashley Davis,BIO307
20250123,David Martinez,MATH361
20250123,David Martinez,HIST366
20250123,David Martinez,ENG474
20250123,David Martinez,BIO307
20250124,Joseph White,CS421
20250124,Joseph White,ART377
20250124,Joseph White,BIO307
20250124,Joseph White,CS212
20250124,Joseph White,PSY309
20250124,Joseph White,BIO208
20250125,Richard Thompson,HIST271
20250125,Richard Thompson,ENG498
20250125,Richard Thompson,HIST366
20250125,Richard Thompson,MATH437
20250126,Jennifer White,PSY209
20250126,Jennifer White,PSY189
20250126,Jennifer White,ENG123
20250126,Jennifer White,PSY370
20250127,Paul Thompson,ECON269
20250127,Paul Thompson,MATH462
20250127,Paul Thompson,CS115
20250127,Paul Thompson,PSY395
20250128,Daniel Harris,CS115
20250128,Daniel Harris,PHYS186
20250128,Daniel Harris,CS384
20250128,Daniel Harris,CS433
20250128,Daniel Harris,PSY189
20250129,Charles Jones,BIO313
20250129,Charles Jones,ART264
20250129,Charles Jones,MATH361
20250129,Charles Jones,ART346
20250129,Charles Jones,ENG320
20250130,Donald Lewis,BIO208
20250130,Donald Lewis,PHYS186
20250130,Donald Lewis,MATH437
20250130,Donald Lewis,PSY189
20250130,Donald Lewis,MATH462
20250131,Andrew Hernandez,MATH437
20250131,Andrew Hernandez,ENG123
20250131,Andrew Hernandez,ENG149
20250131,Andrew Hernandez,ART346
20250132,Charles Miller,BIO100
20250132,Charles Miller,PHYS186
20250132,Charles Miller,ECON269
20250132,Charles Miller,PSY209
20250132,Charles Miller,ART323
20250132,Charles Miller,HIST204
20250133,Lisa Ramirez,BIO208
20250133,Lisa Ramirez,CS115
20250133,Lisa Ramirez,ECON430
20250133,Lisa Ramirez,MATH361
20250134,Joshua Harris,ART377
20250134,Joshua Harris,MATH361
20250134,Joshua Harris,PHYS134
20250134,Joshua Harris,ART473
20250134,Joshua Harris,ENG214
20250134,Joshua Harris,PHYS137
20250135,Karen Brown,BIO313
20250135,Karen Brown,PHYS134
20250135,Karen Brown,HIST271
20250135,Karen Brown,BIO220
20250135,Karen Brown,PSY370
20250136,Robert Garcia,ECON269
20250136,Robert Garcia,ENG498
20250136,Robert Garcia,MATH158
20250136,Robert Garcia,PSY285
20250136,Robert Garcia,ECON374
20250137,Elizabeth Anderson,ART377
20250137,Elizabeth Anderson,ENG123
20250137,Elizabeth Anderson,ART323
20250137,Elizabeth Anderson,CS433
20250138,Emily Walker,ENG149
20250138,Emily Walker,CS212
20250138,Emily Walker,CHEM230
20250138,Emily Walker,PSY192
20250138,Emily Walker,PSY395
20250138,Emily Walker,ECON374
20250139,Mark Martinez,BIO100
20250139,Mark Martinez,ENG325
20250139,Mark Martinez,MATH158
20250139,Mark Martinez,PSY192
20250140,Mary Lewis,MATH437
20250140,Mary Lewis,ECON430
20250140,Mary Lewis,CS115
20250140,Mary Lewis,PSY309
20250140,Mary Lewis,ENG474
20250140,Mary Lewis,BIO307
20250141,Michelle Ramirez,ECON291
20250141,Michelle Ramirez,ART473
20250141,Michelle Ramirez,CS433
20250141,Michelle Ramirez,MATH462
20250141,Michelle Ramirez,MATH361
20250142,Margaret Jones,ART377
20250142,Margaret Jones,ECON269
20250142,Margaret Jones,ART264
20250142,Margaret Jones,PHYS171
20250142,Margaret Jones,PHYS438
20250143,Christopher Sanchez,ECON374
20250143,Christopher Sanchez,MATH361
20250143,Christopher Sanchez,HIST100
20250143,Christopher Sanchez,ENG123
20250143,Christopher Sanchez,ART323
20250143,Christopher Sanchez,ECON430
20250144,William Rodriguez,HIST204
20250144,William Rodriguez,ENG474
20250144,William Rodriguez,PSY395
20250144,William Rodriguez,PSY189
20250144,William Rodriguez,PHYS171
20250144,William Rodriguez,MATH361
20250145,Matthew Martin,PHYS171
20250145,Matthew Martin,ECON430
20250145,Matthew Martin,ECON269
20250145,Matthew Martin,ENG123
20250145,Matthew Martin,PHYS186
20250146,Barbara Martin,ENG498
20250146,Barbara Martin,ECON269
20250146,Barbara Martin,HIST100
20250146,Barbara Martin,PHYS438
20250146,Barbara Martin,ART264
20250146,Barbara Martin,ECON291
20250147,Joseph Martin,MATH437
20250147,Joseph Martin,BIO313
20250147,Joseph Martin,PHYS137
20250147,Joseph Martin,BIO208
20250148,William Clark,CS384
20250148,William Clark,ENG149
20250148,William Clark,ECON269
20250148,William Clark,PSY395
20250148,William Clark,ECON374
20250148,William Clark,MATH158
20250149,Daniel Brown,PSY189
20250149,Daniel Brown,MATH361
20250149,Daniel Brown,PHYS171
20250149,Daniel Brown,PHYS134
20250149,Daniel Brown,PSY395
20250150,Charles Thompson,ART264
20250150,Charles Thompson,ECON430
20250150,Charles Thompson,BIO208
20250150,Charles Thompson,HIST366
20250151,Jessica Smith,CHEM230
20250151,Jessica Smith,MATH361
20250151,Jessica Smith,ENG214
20250151,Jessica Smith,ENG149
20250152,Lisa Lopez,ENG498
20250152,Lisa Lopez,PHYS186
20250152,Lisa Lopez,PSY285
20250152,Lisa Lopez,CS212
20250153,James Thompson,CS115
20250153,James Thompson,HIST428
20250153,James Thompson,ENG214
20250153,James Thompson,MATH437
20250153,James Thompson,ENG474
20250153,James Thompson,ENG498
20250154,Joseph Ramirez,CS212
20250154,Joseph Ramirez,ENG498
20250154,Joseph Ramirez,HIST366
20250154,Joseph Ramirez,ECON291
20250154,Joseph Ramirez,MATH361
20250155,Christopher White,ENG320
20250155,Christopher White,ART264
20250155,Christopher White,ECON269
20250155,Christopher White,HIST271
20250156,Karen Thomas,HIST271
20250156,Karen Thomas,BIO220
20250156,Karen Thomas,BIO313
20250156,Karen Thomas,ECON269
20250156,Karen Thomas,HIST366
20250156,Karen Thomas,ECON430
20250157,Charles Moore,CHEM321
20250157,Charles Moore,ART377
20250157,Charles Moore,ENG325
20250157,Charles Moore,CHEM230
20250157,Charles Moore,HIST204
20250158,Jennifer White,PSY285
20250158,Jennifer White,ART323
20250158,Jennifer White,PHYS438
20250158,Jennifer White,BIO307
20250159,Jennifer Miller,HIST366
20250159,Jennifer Miller,CHEM321
20250159,Jennifer Miller,ENG474
20250159,Jennifer Miller,PSY309
20250159,Jennifer Miller,HIST204
20250159,Jennifer Miller,PSY192
20250160,Daniel Hernandez,ART323
20250160,Daniel Hernandez,PSY209
20250160,Daniel Hernandez,HIST271
20250160,Daniel Hernandez,ART264
20250160,Daniel Hernandez,CHEM321
20250160,Daniel Hernandez,PHYS171
20250161,Steven Johnson,BIO220
20250161,Steven Johnson,ART323
20250161,Steven Johnson,CS433
20250161,Steven Johnson,ART377
20250162,Michael Garcia,ART346
20250162,Michael Garcia,HIST271
20250162,Michael Garcia,PSY370
20250162,Michael Garcia,PSY209
20250163,Matthew Anderson,MATH158
20250163,Matthew Anderson,ENG123
20250163,Matthew Anderson,HIST428
20250163,Matthew Anderson,ECON480
20250163,Matthew Anderson,MATH462
